Id,RecResult
9868,my name is barbara
9869,my nationality is england
9870,i'm from ireland
9871,i'm from ireland
9872,i would like a ticket to westminster
9873,i would like to pay with post card
9874,i would like to pay with dollars
9875,i have smaller notes
9876,i would like a ticket to westminster
9877,i would like to pay by mastercard
9878,my name is erica
9879,i'm from germany
9880,germany is not in africa
9881,germany is in euro please
9882,that's okay
9883,this is okay
9884,tomorrow cake
9885,the capital of germany is berlin
9886,i have three older sisters
9887,i'm going on holidays
9888,this is my passport
9889,this is my passport
9890,i would like a room for six nights
9891,i don't have a reservation
9892,i don't have a reservation
9893,i don't have a reservation
9894,i have no reservation
9895,a room for six nights
9898,i would like to pay with mastercard
9899,is there a gym
9900,a room for five nights
9901,a junior suite
9902,i would like to pay with mastercard
9903,i would like to pay with euros
9904,is there a gym
9905,where is james
9906,my toilet is dirty
9907,can you give me a hairdryer
9908,where can i buy a hairdryer
9909,a room for four nights
9910,a double room
9911,i would like to pay by credit card
9912,is there a pool
9913,where is the paul
9914,my toilet is dirty
9915,where is the hairdryer
9916,where can i buy a hairdryer
9917,i would like a room for seven nights
9918,double room
9919,a double room
9920,i would like to buy with the credit card
9921,i would like to buy with dollars
9922,have uh do you have a fitness room
9923,do you have a fitness room
9924,do you have a fitness room
9925,i would like a room for seven nights
9927,i would like to buy with the credit card
9928,large
9930,is there a hotel bar
9931,who is the hotel bar
9932,where is the hotel bar
9933,my toilet is dirty
9935,my room i don't have shampoo
9936,my room has no shampoo
9937,i am good
9938,i would like sandals
9940,i would i would like red sandals
9941,i want red sandals
9942,thirty thirty street
9943,forty three
9944,i want a shirt
9945,i want a purple shirt
9947,large
9948,are
9949,this is too far
9950,this is too far
9952,i don't want this shirt
9953,i don't want this shirt
9954,i want boots
9957,i would like a water with card carbonated
9958,i would like a water with carbonated water
9959,i'd like a ordered carbonated
9960,i would like the sunday roast
9961,i would like the sunday roast medium
9962,i would like some garlic bread
9963,i would like the dessert menu
9964,i would like the dessert card
9965,i want the custard tart
9966,i would like the bill
9967,i would like to buy with visa
9968,i want to pay with visa
9969,i don't have a reservation
9970,i don't have a reservation
9971,i have no reservation
9974,i don't have a reservation
9975,i have no reservation
9977,no i don't have a reservation
9978,a room for two nights
9979,do you have a room for two nights
9980,do you have a double room
9981,i would like to buy with the post card
9982,i would like to buy with post card
9983,do you have a hotel bar
9984,where is the hotel bar
9985,my room is dirty
9986,where is the hairdryer
9987,no i don't have a reservation
9988,do you have a room for six nights
9989,do you have a single room
9990,do you have a single room
9991,i would like to buy with the credit card
9992,where is the hotel bar
9993,do you have a card square
9994,do you have a cola brothers
9995,i have a ticket to london
9996,i want to leave on sunday evening
9997,my name is nick
9998,i'm from america
9999,yes i have a reservation
10000,i don't have a reservation
10001,no i don't have a reservation
10002,i would like a room for four nights
10003,do you have a single room
10004,do you have a single room
10005,i would like to buy with visa
10006,is there a hotel bar
10007,is there a hotel bar
10008,where is the hotel bar
10009,my room is dirty
10010,my room is dirty
10011,the room is dirty
10012,i have a hairdryer
10013,no i don't have a reservation
10014,do you have a room for five nights
10015,do you have a junior suite
10016,i would like to buy with the credit card
10017,i would like to buy with dollars
10018,there a fitness studio
10019,i have a fitness studio
10022,do you have a ticket to london
10023,a ticket to london please
10024,i want to leave on wednesday
10025,my name is janet
10026,i am from portugal
10027,do you have a room for six nights
10028,do you have a twin room
10029,a twin room please
10030,i would like to buy with visa
10031,i would like to buy with swiss francs
10033,where is the hotel bar
10034,where is the history natural history museum
10035,i am looking for the natural history museum
10036,where is the hotel for suite
10037,where is the oxford for three nights
10038,where is oxford oxford street
10039,which bus goes there
10040,which bus goes there
10041,marble arch is opposite hyde i park
10042,what rare gel visa card
10043,marble arch is opposite by card
10044,do you have a room for five nights
10045,do you have a junior suite
10046,i would like to buy with the credit card
10047,there is my passport
10049,where is the tower
10050,where is the tower
10051,do you have one musical ticket
10052,do you have a ticket for monday evening
10053,i have a ticket for mamma mia
10054,do you have a ticket for mamma mia
10055,i want to sit in the second row
10056,i have a ticket for the british museum
10057,do you have two tickets
10059,do you have three tickets for the musical
10060,i would like three musical tickets
10061,do you have a ticket for friday evening
10062,i would like to go on friday evening
10063,do you have a ticket for friday evening
10065,i want to sit in the second room
10066,do you have a ticket for the natural history museum
10067,do you have a ticket for the natural history museum
10068,do you have four tickets
10069,no i don't have a reservation
10070,do you have a room for five nights
10071,a single room
10072,do you have a single room
10073,i would like to buy with the post card
10074,is there a hotel restaurant
10075,where is the hotel restaurant
10076,do you have four tickets for the musical
10077,i have four tickets for the musical
10078,do you have four tickets for the musical
10079,do you have a ticket for monday evening
10080,do you have four tickets for starlight express
10081,i want to sit in the in the sixth room
10083,do you have four tickets
10084,do you have three tickets for the musical
10087,uh tickets for morning evening
10089,do you have three tickets for wicked
10091,i want to sit in the fourth room
10092,do you have tickets for the british museum
10093,do you have three tickets
10094,three tickets please
10095,thank you have suite tickets this
10096,no i don't have a reservation
10097,do you have a room for six nights
10098,do you have a suite
10099,i would like to buy with credit card
10101,where is the grocery store
10102,i would like a orange juice
10103,i would like a steak
10104,i would like the steak
10105,i would like my steak rare
10106,i would like the carrots
10107,i would like the dessert card
10108,i would like the dessert card
10111,i would like a sparkling water
10112,i would like the steak
10113,i would like the steak
10115,is there a lift
10116,where is the elevator
10117,i have a reservation
10118,i don't have a reservation
10119,i do not have a reservation
10120,a room for five nights
10121,a room for five nights
10122,a twin room
10123,i'd like to pay with visa
10124,is there a hairdresser
10125,a room for six nights
10126,a double room
10127,a room for two nights
10128,a twin room please
10129,i'd like to pay with visa
10130,is there a gym
10131,where is the gym
10132,my bathroom is dirty
10133,there isn't shower gel in the room
10134,i do not have a reservation
10135,a room for six nights
10136,a room for six nights
10137,a suite
10138,a suite
10140,i would like to pay with the credit card
10141,i would like to pay with swiss francs
10142,is there a lift
10143,where is the elevator
10144,the bathroom is dirty
10145,i don't have a juice
10146,five tickets to london
10147,i would like to leave at monday evening
10148,i'm from germany
10149,i am from australia
10150,my name is janet
10151,i am from turkey
10152,four tickets to london
10153,i would like to leave on thursday evening
10154,my name is john
10155,i come from england
10156,a ticket to london
10157,i would like to leave at tuesday evening
10158,my name is sarah
10159,i am from switzerland
10160,a ticket to green park
10161,a ticket to green park
10162,a ticket to the green park
10163,i want to pay with credit card
10164,i'd like to pay with euro
10165,my name is thomas
10166,i am from australia
10167,my name is erica
10168,i am from england
10169,a ticket to notting hill
10170,a ticket to notting hill
10171,a ticket to notting hill
10172,i would like to pay with visa
10173,i would like to pay with visa
10174,i would like to pay with euros
10175,i would like to pay with euro
10176,three musical tickets
10177,two musical tickets
10178,three musical tickets
10179,a ticket for friday evening
10180,tickets for friday evening
10181,tickets for friday evening
10182,three tickets for starlight express
10183,three tickets for starlight express
10184,three tickets for starlight express
10185,i would like to sit in the third row
10186,i would like to sit in the third row
10187,i would like to sit in the third row
10188,tickets for madame tussauds
10189,tickets for madame tussauds
10190,tickets for madame tussauds
10191,one ticket
10192,one musical ticket
10193,one musical ticket
10194,i'd like to go on thursday evening
10195,a ticket for mamma mia
10196,a ticket for mamma mia
10197,a ticket for mamma mia
10199,two musical tickets
10201,i would like to go at monday evening
10202,two tickets for wicked
10203,two tickets for wicked
10204,i want two tickets for wicked
10205,i would like to sit in the sixth row
10206,tickets for the national gallery
10207,i want tickets for the national gallery
10208,i want four tickets
10209,i want a ticket to the green park
10210,i would like to pay with visa
10211,i want a ticket to the piccadilly circus
10212,i would like to pay with the credit card
10213,i would like to pay with dollars
10214,i only have large bills
10215,i pay with the credit card
10216,i want two tickets to london
10217,i would like to leave on thursday morning
10218,my name is thomas
10219,i come from italy
10220,i would like five tickets to london
10221,i would like to leave on saturday
10222,my name is maddalena
10223,i come from america
10224,i want three tickets to london please
10225,i would like to leave on saturday evening
10226,i would like to leave on saturday
10227,i would like to leave on saturday afternoon
10228,how much does it cost
10229,i want a live expensive ticket
10230,i want a cheaper ticket
10231,i pay
10232,my name is michelle
10233,i come from scotland
10234,my name is mona
10235,i come from germany
10236,the capital of germany is berlin
10237,i have one brother
10238,i'm going to reservation
10239,i want a reservation
10240,i would like violet t-shirt
10241,yes it is my passport
10242,my name is barbara
10243,i'm from canada
10244,my name is james
10245,i'm from canada
10246,i pay with tomorrow
10247,i want some pick piccadilly
10248,this is not in africa
10249,italy is in europe
10250,there is no pay
10251,where is the pay
10252,this is okay
10253,the capital of italy is rome
10254,i have two younger brothers
10255,i want to london please reservation
10256,i'm going on holidays
10257,this is my passport
10258,i want a room for one week
10260,i want a twin room
10261,i want a double room
10262,i would like to pay with mastercard
10263,is there a hairdresser
10264,i want three tickets to london please
10265,i would like to leave at ten o'clock billy pool
10266,my name is silvia
10268,i come from turkey
10269,i want four tickets to london
10270,i would like to leave on saturday evening
10271,my name is sarah
10272,i come from france
10273,i want four tickets to london
10274,i would like to leave at nine o'clock in the morning
10275,i would like to leave tomorrow at nine o'clock
10276,i would like to leave at nine o'clock tomorrow
10277,my name is mona
10278,i come from switzerland
10279,i want four tickets to london please
10280,i would like to leave on tuesday afternoon
10281,my name is nick
10282,i come from germany
10283,i want a room for six nights
10284,i want a twin room
10285,i would like to pay with visa
10286,i would like to pay with swiss francs
10287,is there a gym
10288,i don't have a reservation
10289,i do not have a reservation
10290,i want a room for three nights
10291,i would like a twin room
10292,i would like a suite
10293,i would like a double room
10294,i would like to pay with the post card
10295,is there a gym
10296,i do not have a reservation
10297,i want a room for seven nights
10298,i would like a twin room
10299,i would like to pay with mastercard
10300,is there a swimming pool
10301,where is the swimming pool
10302,my bathroom is dirty
10303,i do not have a hairdryer in the room
10304,i would like a room for two nights
10305,i would like a double room
10306,i would like to pay with visa
10307,i would like to pay with swiss francs
10308,is there a market
10309,is there a supermarket
10310,is there a supermarket
10311,i do not have a reservation
10312,i want a room for one week
10313,i would like a double room
10314,i want a room for four nights
10315,can i have a double room
10316,i want to have i want to pay by mastercard
10317,i want to pay by mastercard
10318,can you can't have a single room
10319,is there a hotel restaurant
10320,my name is nick
10321,my name is james
10322,i'm from switzerland
10323,restaurant is not in africa
10324,switzerland is in europe
10325,this is okay
10326,the capital of switzerland is for
10327,i have four older brothers
10328,i go in holidays
10330,this is my passport
10331,i want a ticket to trafalgar square
10332,i would like to pay by post card
10333,i would like a still water
10334,i would like sandals
10335,i would like a hamburger
10336,i would like a hamburger
10337,i want my hamburger medium
10338,can i have mashed potato
10339,i would like the dessert card
10340,the dessert menu please
10341,i would like to postcard for
10342,i would like pay with mastercard
10343,i would like the bill please
10344,i want to pay by credit card
10345,can i pay by credit card
10346,i would like a tea
10347,can i have a tea
10348,i would like a tea
10349,i would like a tea please
10350,i want my steak blue
10351,can i have mashed potato
10352,can i have the dessert menu
10353,the dessert menu
10354,i want a shop with by
10355,can i have the bill please
10356,i would like the check
10357,can i pay by credit card
10358,i'm fine
10361,thirty eight
10362,can i have boots
10363,i am looking for trousers
10364,i want red please
10366,i am a large
10367,how much is this
10368,the from postcard tomorrow
10369,the trafalgar square
10370,i want a room for four nights
10371,i want a room for two nights
10372,can i have a double room
10373,i want to pay by visa card
10374,is there a swimming pool
10375,where is the swimming pool
10376,i would like a coke
10377,i would like the sunday roast
10378,i would like the sunday roast
10379,i would like my sunday roast rare
10380,i would like carrots
10381,i would like the dessert menu
10382,the dessert menu please
10383,i would like the carrot cake
10384,i would like the check
10385,i want to pay by visa card
10386,can i pay with visa
10387,can i have a ticket to westminster
10388,can i pay with the credit card
10389,i am looking for the natural history museum
10390,where is the tower
10391,where is the city
10392,the tower is near tower bridge
10393,where is the zoo
10394,where is madame tussauds
10396,which bus goes there
10397,big ben is next to the houses of parliament
10398,i don't know
10399,i want to go
10400,i want room
10401,sorry i need to go
10402,i would like four musical tickets
10403,i want two tickets for friday night
10404,four tickets for king of the lions
10405,i want four tickets for the lion king
10406,i want to sit thirty nine
10407,i want to sit in the back
10408,can i have tickets for the natural history museum
10409,one ticket please
10410,can i have one ticket
10411,i'm fine
10412,i would like some boots
10413,i would like red boots
10414,thirty nine
10415,i would like a sweet shirt
10416,i would like a sweatshirt
10417,i would like a white sweatshirt
10418,i want which
10419,this is too large
10420,i want master sweatshirt
10421,i do not want this sweatshirt
10422,i don't want master please
10423,no i do not want this
10424,i don't have a reservation
10425,you can't use help at the silver level
10426,i'm good
10427,you can't use help at the silver row
10428,to can't use help at the silver level
10429,i don't have a reservation
10430,i have not a reservation
10431,i'm a
10432,large a store
10433,i want a room for three nights
10434,can i have a single room
10435,i want to pay by mastercard
10439,is there a hairdresser
10440,my name is silvia
10441,i'm from switzerland
10443,the capital city of switzerland is bern
10444,i have two younger sisters
10446,i go in the holidays
10447,this is my passport
10448,this is my passport
10449,i want a ticket to green park
10450,can i pay by credit card
10451,i would like two musical tickets
10453,i want to go at friday night
10454,i would like to go on friday evening
10455,can i have two tickets for wicked
10459,i'd like two tickets
10460,i want to buy the tickets
10461,i want to pay with the tickets
10462,i would like to sit in the sixth row
10463,i would like tickets for the natural history museum
10464,three tickets please
10465,three tickets
10466,can i have three tickets
10467,where is the tate modern
10468,where is the piccadilly circus
10469,a room for one week
10470,double room
10471,double room
10472,blue boots
10473,i want to pay with post card
10474,i want to pay with post card
10475,i would like to pay with credit card
10476,is there a pool
10477,where is the super store
10478,i a reservation
10479,i have a reservation
10482,i have a reservation
10483,a room for five nights
10484,a room for six nights
10486,twin room
10487,single room
10492,a room for
10493,where is the hotel bar
10494,my room is dirty
10495,where is the hairdryer
10496,a room for three nights
10497,a room for six nights
10499,i want three tickets
10500,i want to pay with post card
10502,i want to pay with card
10504,for
10507,where is the hairdresser
10509,i don't have a reservation
10510,i'm a forty
10511,i'd like a room for nights
10512,i'd like a room for six nights
10513,i want a room please
10515,for
10517,i want to pay with credit card
10518,is there a hairdresser
10519,where is the hairdresser
10520,i like four tickets to london
10521,i would like to leave at thursday afternoon
10522,i want to leave on thursday afternoon
10523,i want to leave at tuesday afternoon
10524,a shirt
10525,i'm from england
10526,i'd like three tickets to london
10527,i want to leave at monday night
10528,my name is janet
10529,i am from turkey
10530,i'd like a ticket to london
10532,i would like a ticket to london
10533,i want to leave at thursday afternoon
10534,i want to leave at thursday afternoon
10536,my name is nick
10537,i am from australia
10538,i need large
10542,i would like a hairdresser
10543,forty four
10544,i would boots
10547,where is the zoo
10548,i'm for evening
10549,where is the big ben
10550,which bus goes there
10551,saint pauls cathedral is near the bank of england
10552,where is the natural history museum
10553,where is the history museum
10554,i am looking for the natural history museum
10555,where is madame tussauds
10556,which bus goes there
10557,i would neurosurgery would would
10558,this is near of the bank of england
10559,this is near the bank of england
10560,i like a coffee
10561,i want pay
10562,france is paris
10563,i would like the steak
10564,i would like to stay coast museum
10565,i want my steak medium
10566,i like a room
10567,i would like some beans
10569,i would like the dessert card
10570,the dessert menu please
10571,i like to go
10572,i want the bill
10574,i like four musical tickets
10575,i want to leave at sunday evening
10577,a ticket for with dollars
10578,a ticket for the bar
10579,i want one ticket for the lion king
10580,i want to sit in the by euros
10581,i want
10582,i want to sit in the fifth row
10583,i would like tickets for the british museum
10584,i want water
10585,i would like one ticket
10586,i like
10587,i'd like tickets for the piccadilly circus
10588,i would like tickets for the piccadilly circus
10589,i want to pay with visa
10590,my name is brian
10591,on holiday
10592,the capital of turkey is ankara
10593,i would four older brothers
10594,i'm going on holidays
10595,i am going on holidays
10596,have it is my passport
10597,what i ordered
10598,have
10599,my name is nick
10600,i am from australia
10601,i am from australia
10602,pie austria
10603,i am on holidays
10604,turkey isn't africa
10605,thirty is not in africa
10606,a twin room
10607,the apple pie
10608,with post card
10609,i have pie
10610,the capital of turkey is ankara
10611,i go four younger brothers
10612,i am going on holidays
10613,this is my passport
10614,my name is nick
10615,i am a forty row
10616,the capital of portugal is lisbon
10617,i would four sisters
10618,i am going on holidays
10620,this is my passport
10621,yes it is my passport
10622,i like a hamburger
10623,i have a hairdryer
10624,i would like the sunday roast
10625,i like buy
10626,i would like my sunday roast well done
10627,i would like my sunday roast well done
10628,i would like boots
10629,i would like some mushrooms please
10630,this is buy a hotel room
10631,this is not what i ordered food
10632,i would like the dessert menu
10633,i want the dessert menu
10635,i would like a
10636,i am on holidays
10637,i like a steak
10638,i would like my steak well done
10639,i like sandals
10640,holidays
10641,i would like the dessert menu
10642,where i can buy mastercard please
10644,i want the bill
10645,i want to pay with credit card
10646,i want to pay with credit card
10647,can i pay by credit card
10648,i would like a hamburger
10649,i like a sunday room
10650,i'd like my sunday roast rare
10651,can i have a
10652,can i have a hotel
10653,can i have brown i have a room for four
10654,that is my ordered food
10656,that is my passport
10657,yes i'd like a water without
10658,yes i'd like boots
10659,i'd like a hamburger
10660,i'd like my hamburger where coast
10661,i have some purple shirt
10662,can i have a potato
10663,i want to pay with dollars
10664,this is my older pool
10665,this is not what i ordered
10666,i like speak with manager
10667,i want the ordered food
10669,i want the dessert menu
10670,i want the carrot cake
10671,i want the bill
10672,i want to pay with mastercard
10673,i want to pay by mastercard
10674,i want to pay by mastercard
10676,no i have not a reservation
10677,a room for three nights please
10678,single room
10679,single room
10680,single room
10681,i want to pay by post card
10682,i would like to pay with by post card
10684,is there a supermarket
10685,there is there a supermarket
10686,is there a supermarket
10687,i'd like six tickets to london
10688,i want to leave at thursday morning
10689,my name is andy
10690,i'm from canada
10691,i would like four tickets to london
10692,i want to leave uh evening
10693,i want to leave at thursday night
10694,i would like a vanilla
10695,my name is sarah
10696,i'm from france
10697,i would like two tickets to london
10698,a room for seven nights
10699,i want with uh
10701,where is the lift
10702,i'm from canada
10703,buy with
10704,i from austria
10705,i'm from austria
10706,austria isn't africa
10707,australia
10708,by post pie
10709,i am from australia
10710,junior have four younger brothers
10711,i going on holidays
10713,yes it is my passport
10714,i want a for the piccadilly circus
10715,i would like a ticket for the piccadilly circus
10717,i would like to pay by mastercard
10718,i would like to pay with swiss francs
10719,i want to pay with swiss francs
10720,i would like to pay with swiss francs
10722,i would smaller
10723,i'd like a ticket to piccadilly circus please
10724,i would like a ticket for the piccadilly circus
10725,i want a ticket to piccadilly circus
10726,i'd like two musical tickets please
10728,two musical tickets please
10730,i want two tickets for tuesday night
10731,two tickets for england
10732,two tickets for monday
10733,i want two tickets for the king
10734,i would like to sit in the room
10735,i would like to sit in the seven nights
10736,two tickets for the natural history museum
10737,i would like two tickets for the natural history museum
10738,the dessert
10739,i would like three musical tickets
10740,i would like three tickets for the musical
10741,i want three tickets for the musical
10742,i would like a fanta
10743,i'd like a double room
10745,i want my sunday roast
10746,i'd like my sunday roast well done
10747,i would like store
10748,i would
10749,i want dessert card please
10751,i would like a room please
10752,i would like a coffee
10753,i like a lemonade
10754,i want the bill
10755,i like to pay with credit card
10756,where is the room
10757,where is the zoo
10758,where is the piccadilly circus
10759,where is the piccadilly circus
10760,where is piccadilly circus
10761,which bus goes there
10762,i am from england hyde park
10764,marble marble arch is opposite hyde park
10765,i'd like a room for four nights
10766,twin room
10767,i go
10768,i am from france
10769,i want to pay by mastercard
10770,i want to pay with dollars
10771,i would like to pay with dollars
10772,is there a supermarket
10773,is there a grocery store
10774,where is the grocery store
10775,i like to stay for seven nights
10776,i would like a junior suite
10777,i would like to pay with by mastercard
10778,i would like to pay with swiss francs
10779,is there a gym
10780,i'd like six tickets to london
10783,my name is barbara
10784,i'm from room
10785,my name is maddalena
10786,i'm from scotland
10787,my name is brian
10789,i am from england
10790,my name is nick
10791,i am from german
10793,the capital of germany is berlin
10794,i have one younger brothers
10795,i am on holidays
10796,this is my passport
10797,my name is nick
10798,i am from america
10799,my name is nick
10800,my name is nick
10801,i am from england
10802,i'd like a ticket for the trafalgar square
10803,ticket to trafalgar square
10804,do you have a ticket to trafalgar square
10805,i want to pay by mastercard
10806,i'd like four musical tickets
10807,i want four tickets for saturday night
10808,four tickets for mamma mia
10809,i would like four tickets for mamma mia
10810,i want to sit in the front
10811,have you got a ticket for the science museum
10812,i like tickets for the science museum
10813,four tickets please
10815,i want four tickets
10816,i'd like one musical ticket
10817,a ticket for nights
10819,i want a ticket for two nights
10820,a ticket for the phantom of
10821,a ticket for the phantom of the opera
10822,tickets for the phantom of the opera
10823,i would like to sit in the eight pie
10824,have you got a ticket for the madame tussauds
10825,i need two tickets
10826,i want two tickets
10827,one ticket please
10828,i would like one ticket for the musical
10829,one musical ticket
10830,tickets for monday night
10832,a ticket for the lion king room
10833,i want tickets for the lion king
10834,i want tickets for the lion king
10835,i would like to sit in the sixth row
10836,i want to sit in the sixth row
10837,i want a hairdryer
10838,i'd like a ticket for the madame tussauds
10839,i want four tickets
10840,where is the science museum
10841,where is madame tussauds
10842,which bus goes there
10843,saint pauls cathedral is near bank of england
10845,where is the science museum
10846,where is the science museum
10847,where is the swimming pool
10848,which bus goes there
10849,the tower of junior passport
10850,where is the natural history museum
10851,where is the natural history museum
10852,where is the natural history museum
10853,where is the tower
10854,where is the tower
10855,where is the tower
10856,the tower is near tower bridge
10857,where is the tate modern
10858,where is the piccadilly circus
10859,which bus goes there
10860,jeans next to the houses of parliament the
10861,big ben is next to the houses of parliament
10862,i want four card
10863,i'd like a fanta
10864,i want a steak
10865,i want a steak
10866,i want a sisters
10867,i want my steak blue
10868,i want a single room
10869,i want the dessert menu
10870,i want the dessert menu
10871,i want the dessert menu
10872,i'd like a hairdryer
10873,i want the bill
10874,i would like to pay by post card
10875,i would like a double room
10876,i want the sunday roast
10877,i would like my sunday roast well done
10878,i like for tomorrow evening
10879,i want the dessert menu
10880,i want the dessert menu
10881,i would like the dessert menu
10882,i want the vanilla ice cream
10883,i want the bill
10884,i would like to pay by mastercard
10885,i'd like a orange juice
10886,i'd like a hamburger
10887,i want my hamburger well done
10888,i want to pay with post card
10889,i would like some mashed potato
10890,i want the dessert menu
10891,i would like the dessert menu
10892,i'd like the trifle
10893,i want the bill
10894,i would like to pay by credit card
10896,i want a hamburger
10897,i want my hamburger rare
10898,i would like some garlic bread
10899,this is not what i order
10900,i'd like to bath with manager
10901,i want to pay with manager
10902,the bathroom is o'clock tomorrow
10903,my bathroom is o'clock tomorrow
10905,i want the dessert menu
10906,i would like the dessert menu
10907,i want a hairdryer
10909,i want the bill
10910,i would like to pay by post card
10911,i would like to pay by post card
10912,i want to pay by post card
10914,i have a reservation
10915,can i have no reservation
10916,i have no reservation
10917,i haven't got a reservation
10918,i have no reservation
10919,i'd like two tickets to london
10920,i want to leave at monday
10921,my name is jack
10922,i am from canada
10923,i'd like six tickets to london
10924,i'd like with for single room
10925,i want to leave at one o'clock a m
10926,i want room for one week
10927,my name is janet
10928,i am from portugal
10929,i would like two tickets to london
10930,i want to leave at friday night
10931,i want to leave on friday night
10932,i want to leave at friday night
10933,my name is michelle
10934,i am from australia
10935,i'm fine
10936,i'm looking for sandals
10937,i want red sandals
10938,forty one
10939,i want purple jeans
10940,i would like some jeans
10941,i want room
10943,small
10944,that's too small
10945,this is too small
10946,i don't want these jeans
10947,i don't want these jeans
10948,i don't want store jeans
10949,i don't want this
10951,i will buy with
10953,single room
10954,i'm a
10955,i would like a single room
10956,i would like to pay by mastercard
10957,is there a grocery store
10958,i have no reservation
10959,i have no reservation
10961,i have a reservation
10962,no i have no reservation
10963,i haven't got a reservation
10964,no i haven't got a reservation
10966,i have no reservation
10967,i have no reservation
10968,i don't have a reservation
10969,i haven't got a reservation
10970,i'd like six tickets to london
10971,i want to leave on tuesday morning
10972,smaller row
10973,my passport
10974,my name is paolo
10975,i am from america
10976,a ticket to london
10977,i want to leave at saturday afternoon
10978,i want to leave on saturday afternoon
10979,i want to leave at thursday afternoon go
10980,my name is mona
10981,i am from portugal
10982,i would like six tickets to london
10983,i want to leave next week
10984,my name is silvia
10985,i am from england
10986,i would like three tickets to london
10987,i want to leave at eight o'clock tomorrow
10988,my room is dirty
10989,i am from portugal
10990,i would like two tickets to london
10991,i want to leave on friday morning
10992,i want to leave at friday morning
10993,roaster
10994,where is the grocery store
10995,my room is dirty
10996,i am from canada
10997,double room maddalena
10998,i am on holidays
10999,the capital of spain is madrid
11000,i have four younger sisters
11001,i have four for the holidays
11002,this is my passport
11003,my room brothers
11004,a room for one
11005,i am from scotland
11006,single room
11007,my room is andrew
11008,i am from german
11009,the capital from german holidays
11010,i have four one sister
11011,i am going on holidays
11012,have a room for four passport
11013,i like a twin room
11014,i would like a double room
11015,i want a steak
11016,i want my steak rare coke
11017,i want to pay with mastercard
11018,i want to go on thursday
11019,i
11020,i would like the dessert card
11021,i would like the dessert menu
11022,i would like two tickets
11023,i would like the lemon pie
11024,i want the bill
11025,i would like to pay by credit card
11026,i have no reservation
11027,no i haven't got a reservation
11028,a room for five nights please
11029,a single room please
11030,i like a single please
11031,i want to pay by visa
11032,i would like to pay by visa
11033,i would like pay by credit card
11035,i would like five tickets to london
11036,i like to please at
11037,i would like to leave at four o'clock p m tomorrow
11038,my name is maddalena
11039,i am from ireland
11040,my name is paul
11041,i'm from ireland
11042,i'd like a ticket to westminster
11043,i would like a ticket to westminster
11044,i would like to pay by credit card
11047,i would like three musical tickets
11048,i want to go for saturday night
11049,i would like three tickets for wicked
11050,i would like tickets for the musical
11051,i would like the dessert card
11052,i would like tickets for the london eye
11053,i would like one ticket
11054,one room
11055,where is the passport please
11056,which bus goes there
11057,the tower is near tower bridge
11058,i would like a fanta
11059,i'd like a hamburger
11060,i would like a fanta
11061,no i do not have a reservation
11062,can i have a room for one week
11063,one ticket a suite
11064,i'd like to buy with a credit card
11065,is there a fitness studio
11066,where is the fitness studio
11067,no i do not have a reservation
11068,i'd like a room for five nights
11069,i'd like a junior suite
11070,i'd like a junior suite
11071,i'd like to pay with a post card
11072,is there a hotel bar
11073,where is the hotel bar
11074,i'd like three tickets to london
11076,i want to leave at three pm tomorrow
11077,my name is barbara
11078,i'm from turkey
11079,i'd like a ticket to london
11081,i would like at tuesday evening
11082,my name is jack
11083,i'm from ireland
11084,my name is john
11085,i'm from portugal
11086,where i am from portugal
11089,i go in the holidays
11090,i go to the holidays
11091,i'm going on holidays
11092,that's my passport
11093,this is my passport
11094,yes it is my passport
11095,can i have a ticket to trafalgar square
11096,i'd like to pay with mastercard
11097,can i have a ticket to trafalgar square
11098,i'd like to buy with visa
11099,can i have a ticket to westminster
11100,i'd like to buy with post card
11101,i'd like to buy with euro
11102,i have smaller note
11103,can i have a ticket to green park
11104,i'd like to buy with visa
11105,i'd like to buy with visa
11106,i'd like to buy with visa
11107,i'd like to pay with dollars
11108,i have smaller notes
11109,can i have a ticket to green park
11111,can i have a ticket to green park
11112,i'd like to buy with visa
11113,i'd like to pay with visa
11114,i'd like a room for seven nights
11115,i'd like a single room
11116,i'd like to pay with credit card
11117,is there a fitness studio
11118,i'd like six tickets to london
11119,i would like to leave tuesday in the morning
11120,i would like to leave on tuesday morning
11121,my name is brian
11122,i'm from germany
11123,my name is brian
11124,i'm from portugal
11128,i am going on holidays
11129,this is my passport
11130,this is my passport
11131,yes it is my passport
11132,can i have a ticket to trafalgar square
11133,i'd like to buy with visa
11134,i like to pay with pounds
11135,i have got only big notes
11136,my name is andrew
11137,i am from england
11138,my name is paul
11139,i am from scotland
11140,my name is nick
11141,i am from america
11142,my name is stephanie
11143,i'm from austria
11145,austria is in europe
11146,this is okay
11147,the capital of austria is vienna
11148,i have got four smaller sisters
11149,i going on the holidays
11150,yes it is my passport
11151,i'd like a room for seven nights
11152,i'm junior suite
11153,i'd like to pay with credit card
11154,i'd like to pay with euros
11155,is there a swimming pool
11156,where is the swimming pool
11157,i do not have a reservation
11158,i don't have a reservation
11159,i'd like for four nights
11160,can i have a junior suite
11161,i'd like to pay with mastercard
11162,is there a lift
11163,i'd like four tickets to london
11164,i would like a steak
11165,i would like to leave on wednesday
11166,my name is patrick
11167,i'm from germany
11168,my name is silvia
11169,i'm from italian
11170,the capital is not in africa
11171,i pay with euro
11172,that's okay
