Id,RecResult,Confidence
5679,is there a fitness studio,1.0 1.0 1.0 1.0 1.0
5680,is there a fitness centre,1.0 1.0 1.0 1.0 0.98
5681,i want a room for three nights,1.0 1.0 1.0 1.0 1.0 0.9 1.0
5682,i want a room for three nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
5683,i want a room for three nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
5684,i want a single room,1.0 1.0 1.0 0.98 1.0
5685,i want to pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0
5686,can i pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0
5687,is there a swimming pool,1.0 1.0 1.0 1.0 1.0
5688,is there a swimming,0.99 0.99 0.99 0.99
5689,is there a swimming pool,1.0 1.0 1.0 1.0 1.0
5690,where is the swimming pool,1.0 1.0 1.0 1.0 0.99
5691,where is the swimming pool,1.0 1.0 1.0 1.0 1.0
5692,i want a room for three nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
5693,i want a single room,1.0 1.0 1.0 1.0 1.0
5694,can i pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0
5695,can i pay with post card,1.0 1.0 1.0 1.0 0.93 0.93
5696,is there a grocery store,1.0 1.0 1.0 1.0 1.0
5697,where is the grocery store,0.98 1.0 1.0 1.0 1.0
5698,where is the grocery store,1.0 1.0 1.0 1.0 1.0
5699,where is the grocery store,0.87 1.0 1.0 1.0 1.0
5700,i want a room for two nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
5701,i want a room for two nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
5702,i want a twin room,1.0 1.0 1.0 0.94 1.0
5703,can i pay with mastercard,1.0 1.0 1.0 1.0 0.97
5704,is there a lift,1.0 1.0 1.0 1.0
5705,is there an elevator,1.0 1.0 0.68 1.0
5706,is there a,1.0 1.0 0.8
5707,i want a a room for three nights,1.0 1.0 0.99 1.0 1.0 1.0 1.0 1.0
5708,i want a twin room,1.0 1.0 1.0 1.0 1.0
5709,i want to pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0
5710,is there a fitness centre,1.0 1.0 1.0 1.0 0.98
5711,i want a room for seven nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
5712,i want a single room,1.0 1.0 1.0 1.0 1.0
5713,can i pay with mastercard,1.0 1.0 1.0 1.0 0.96
5714,is there a hotel bar,1.0 1.0 1.0 1.0 1.0
5715,where is the hotel bar,0.99 1.0 1.0 1.0 1.0
5716,i want a room for two nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
5717,i want a single room,1.0 1.0 1.0 1.0 1.0
5718,can i pay with post card,1.0 1.0 1.0 1.0 0.93 0.93
5719,is there a swimming pool,1.0 1.0 1.0 1.0 1.0
5720,where is the swimming pool,1.0 1.0 1.0 1.0 1.0
5721,my room is dirty,1.0 1.0 1.0 1.0
5722,where is the hairdryer,1.0 1.0 1.0 1.0
5723,do you have a hairdryer,1.0 1.0 1.0 1.0 1.0
5724,i want four tickets to london,1.0 1.0 1.0 1.0 1.0 1.0
5725,i want to leave on tuesday,1.0 1.0 1.0 1.0 0.57 1.0
5726,my name is janet,1.0 1.0 1.0 1.0
5727,i am from america,1.0 1.0 1.0 1.0
5729,where is the piccadilly circus,1.0 1.0 1.0 1.0 1.0
5730,which bus goes there,1.0 1.0 1.0 1.0
5731,the tower is near tower bridge,1.0 1.0 1.0 1.0 1.0 1.0
5732,can i have four tickets to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
5733,i want to leave on saturday evening,1.0 1.0 1.0 1.0 0.69 1.0 1.0
5734,i want to leave on saturday evening,1.0 1.0 1.0 1.0 0.61 1.0 1.0
5735,i would like to leave on saturday evening,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
5736,my name is barbara,1.0 1.0 1.0 1.0
5737,i am from france,0.61 0.61 1.0 0.92
5738,my name is john,1.0 1.0 1.0 1.0
5739,i am from italy,1.0 1.0 1.0 1.0
5740,the capital of italy is rome,1.0 1.0 1.0 1.0 1.0 1.0
5741,i have one brother,1.0 1.0 1.0 0.98
5742,i go on holidays,1.0 0.75 0.82 0.9
5743,i am on holiday,1.0 1.0 1.0 0.84
5744,that's my passport,1.0 1.0 1.0
5745,can i have a ticket to trafalgar square,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
5746,can i pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0
5747,can i have three musical tickets,1.0 1.0 1.0 1.0 1.0 1.0
5748,i want to go on friday evening,1.0 1.0 1.0 1.0 0.98 1.0 1.0
5749,i would like to go on friday evening,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
5750,i want three tickets for the lion king,1.0 1.0 1.0 1.0 1.0 0.93 1.0 1.0
5751,i want to sit in the third row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
5752,can i have a ticket for the science museum,1.0 1.0 1.0 1.0 0.99 1.0 1.0 1.0 1.0
5753,i need two tickets,1.0 1.0 1.0 1.0
5754,can i have one ticket to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
5755,i would like to leave at twenty o'clock,1.0 1.0 1.0 1.0 1.0 1.0 0.69 1.0
5756,i would like to leave at eight o'clock p m,1.0 1.0 1.0 1.0 1.0 1.0 0.99 1.0 0.98 0.98
5757,i want to leave at eight o'clock tomorrow,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
5758,my name is silvia,1.0 1.0 1.0 0.94
5759,i am from spain,1.0 0.97 1.0 1.0
5760,can i have three tickets to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
5761,i would like three tickets to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
5762,i would like two tickets to london please,1.0 1.0 1.0 0.99 1.0 1.0 1.0 1.0
5763,i would like to leave at ten o'clock tomorrow,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
5764,i would like to leave tomorrow,1.0 0.89 0.89 0.97 0.96 1.0
5765,i would like to leave tomorrow at seven ireland,1.0 1.0 1.0 1.0 1.0 0.98 1.0 0.59 0.52
5766,my name is michelle,1.0 1.0 1.0 1.0
5767,i am from scotland,0.7 0.7 1.0 0.99
5768,can i have five tickets to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
5769,i would like five tickets to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
5770,i would like to leave at eight o'clock tomorrow,1.0 1.0 1.0 1.0 1.0 1.0 0.94 1.0 1.0
5771,i would like to leave tomorrow at at eight o'clock a m,1.0 1.0 1.0 1.0 1.0 1.0 0.51 1.0 0.74 1.0 0.98 0.98
5772,i would like to leave at eight o'clock,1.0 1.0 1.0 1.0 1.0 1.0 0.96 1.0
5773,my name is nick,1.0 1.0 1.0 1.0
5774,i'm from turkey,0.85 1.0 1.0
5775,can i have four tickets to,1.0 1.0 1.0 1.0 1.0 0.98
5776,i would like four tickets to london,1.0 1.0 1.0 0.84 1.0 1.0 1.0
5777,can i have four tickets to london,1.0 1.0 1.0 0.74 1.0 1.0 1.0
5778,i want to leave tomorrow at four o'clock p m,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
5779,i would like to leave tomorrow at seven pm,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.76 0.73
5780,i would like to leave at three o'clock tomorrow,1.0 1.0 1.0 1.0 1.0 1.0 0.56 1.0 1.0
5781,my name is james,1.0 1.0 1.0 1.0
5782,i am from america,0.92 0.92 1.0 1.0
5783,i would like five tickets to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
5784,i would like to leave at friday morning,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
5785,i want to leave at friday morning,1.0 1.0 1.0 1.0 1.0 1.0 1.0
5786,my name is michelle,1.0 1.0 1.0 1.0
5787,i am from turkey,0.96 0.96 1.0 1.0
5788,i would like three tickets to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
5790,i would like to leave tomorrow at eleven a m,1.0 1.0 1.0 0.98 1.0 1.0 1.0 1.0 0.99 0.99
5791,my name is andrew,1.0 1.0 1.0 1.0
5792,i'm from portugal,0.88 1.0 1.0
5793,i want two tickets to london please,1.0 1.0 0.96 1.0 1.0 1.0 1.0
5794,i want two tickets to london please,1.0 1.0 1.0 1.0 1.0 1.0 1.0
5795,i would like to leave tomorrow at eleven o'clock,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.67 1.0
5796,my name is silvia,1.0 1.0 0.93 0.95
5797,i'm from germany,0.73 1.0 1.0
5798,i want five tickets to london please,1.0 1.0 1.0 1.0 1.0 1.0 1.0
5799,i would like to leave next week,1.0 1.0 1.0 1.0 1.0 1.0 1.0
5800,my name is john,1.0 1.0 1.0 1.0
5801,i am from spain,0.67 0.67 1.0 1.0
5803,my name is andy,1.0 1.0 1.0 1.0
5804,i'm from a,0.74 1.0 0.99
5805,italy is not in africa,0.99 0.73 0.73 1.0 1.0
5807,italy is in europe,1.0 1.0 1.0 1.0
5809,the capital of italy is rome,1.0 1.0 1.0 1.0 1.0 1.0
5810,i have four older brothers,1.0 1.0 1.0 1.0 1.0
5811,i have four older brothers,1.0 1.0 1.0 1.0 1.0
5813,i go in holidays,1.0 1.0 1.0 1.0
5814,i am on holidays,1.0 1.0 1.0 0.96
5815,that's my passport,0.91 1.0 1.0
5816,my name is michelle,1.0 1.0 1.0 1.0
5817,i am from swiss switzerland,1.0 1.0 1.0 0.63 1.0
5818,the capital of switzerland is bern,1.0 1.0 1.0 1.0 1.0 1.0
5819,the capital of switzerland is bern,1.0 1.0 1.0 1.0 1.0 1.0
5820,the capital of switzerland is bern,1.0 1.0 1.0 1.0 1.0 1.0
5821,i have two younger sisters,1.0 1.0 1.0 1.0 1.0
5822,i am on holidays,1.0 1.0 1.0 0.72
5823,that's my passport,1.0 1.0 1.0
5824,my name is erica,1.0 1.0 1.0 1.0
5825,i am from switzerland,1.0 1.0 1.0 1.0
5826,the capital of switzerland is bern,1.0 1.0 1.0 1.0 1.0 1.0
5827,i have two brothers,1.0 1.0 1.0 1.0
5828,i am on holidays,1.0 1.0 1.0 0.98
5829,that's my,0.92 0.96
5830,that's my passport,0.99 1.0 1.0
5831,my name is nick,1.0 1.0 1.0 1.0
5832,i am from france,1.0 1.0 1.0 1.0
5833,the capital of france is paris,1.0 1.0 1.0 1.0 1.0 1.0
5834,i have one older brothers,1.0 1.0 1.0 1.0 1.0
5835,i am on holidays,1.0 1.0 1.0 1.0
5836,that's my passport,1.0 1.0 1.0
5837,my name is thomas,1.0 1.0 1.0 1.0
5838,i am from italy,0.53 0.52 1.0 1.0
5839,the capital of italy is rome,1.0 1.0 1.0 1.0 1.0 1.0
5840,i have three older brothers,1.0 1.0 1.0 1.0 1.0
5841,i am on holidays,1.0 1.0 1.0 1.0
5842,that's my passport,1.0 1.0 1.0
5843,my name is stephanie,1.0 1.0 1.0 1.0
5844,i'm from turkey,0.83 1.0 1.0
5845,turkey is in europe,1.0 1.0 1.0 1.0
5846,the capital of turkey is ankara,1.0 1.0 1.0 1.0 1.0 1.0
5847,i have three younger brothers,1.0 1.0 1.0 1.0 1.0
5848,i am on holidays,1.0 1.0 1.0 1.0
5849,that's my passport,1.0 1.0 1.0
5850,my name,1.0 1.0
5851,my name is silvia,1.0 1.0 0.55 0.95
5852,i am from spain,0.87 0.87 1.0 1.0
5853,the capital of spain is madrid,1.0 1.0 1.0 1.0 1.0 1.0
5854,i have one younger sisters,1.0 1.0 1.0 1.0 0.99
5855,i am on holiday,0.71 0.62 0.98 0.68
5856,that's my passport,0.99 1.0 1.0
5857,i'm happy,0.58 0.26
5858,i'm fine,0.54 1.0
5859,i want sandals,1.0 1.0 1.0
5860,i want red sandals,1.0 1.0 1.0 1.0
5861,thirty eight,1.0 1.0
5862,i am a thirty eight,1.0 1.0 1.0 1.0 0.67
5863,i want a tee shirt,1.0 1.0 0.99 0.64 0.64
5864,i want,1.0 0.99
5865,i want a white t-shirt,1.0 1.0 1.0 1.0 0.99
5866,i need large,1.0 1.0 1.0
5867,how much is it,1.0 1.0 1.0 1.0
5868,that's too expensive,0.98 1.0 1.0
5869,this is too expensive,1.0 1.0 1.0 1.0
5870,i'm fine,0.95 1.0
5871,i want sandals,1.0 1.0 1.0
5872,i want blue sandals,1.0 1.0 1.0 1.0
5873,i am a forty-three,1.0 1.0 1.0 0.55
5874,i want a sweatshirt,1.0 1.0 0.61 1.0
5875,i want a brown sweatshirt,1.0 1.0 0.99 1.0 1.0
5876,i need large,1.0 1.0 1.0
5877,how much is this sweatshirt,1.0 1.0 1.0 0.99 1.0
5878,the sweatshirt is too expensive,0.98 1.0 1.0 1.0 1.0
5879,i'm fine,0.71 1.0
5880,i want boots,1.0 1.0 1.0
5881,i want white boots,1.0 1.0 1.0 1.0
5882,i am a thirty eight,1.0 1.0 1.0 1.0 1.0
5883,i want the sweatshirt,1.0 1.0 0.61 1.0
5885,i want a purple sweatshirt,1.0 1.0 1.0 1.0 1.0
5886,i need large,1.0 1.0 1.0
5887,this is too loose,1.0 1.0 1.0 0.98
5888,i don't want this sweatshirt,1.0 1.0 1.0 1.0 1.0
5889,i don't want this,1.0 1.0 1.0 1.0
5890,i am fine,0.67 0.67 1.0
5891,i want boots,1.0 1.0 1.0
5892,i want brown boots,1.0 1.0 1.0 1.0
5893,i am a forty-three,1.0 1.0 1.0 0.6
5894,i want trousers,1.0 1.0 1.0
5895,i want purple trousers,1.0 1.0 0.97 1.0
5896,i need large,1.0 1.0 1.0
5897,how much is it,1.0 1.0 1.0 1.0
5898,this is too expensive,1.0 1.0 1.0 1.0
5899,this is too expensive,1.0 1.0 1.0 1.0
5900,i'm fine,0.81 1.0
5901,i want boots,1.0 1.0 1.0
5902,i want blue boots,1.0 1.0 1.0 1.0
5903,i need blue boots,1.0 1.0 0.98 1.0
5904,can i have blue boots,1.0 1.0 1.0 0.99 1.0
5905,i am a thirty eight,1.0 1.0 1.0 1.0 1.0
5906,i want jeans,1.0 1.0 1.0
5908,i need large,1.0 1.0 1.0
5909,this is too boots,1.0 1.0 1.0 0.89
5910,this is too boots,0.99 0.94 0.85 0.78
5911,this is too blue boots,1.0 1.0 0.98 0.88 0.49
5912,i don't want these jeans,1.0 1.0 1.0 1.0 1.0
5913,i don't want this,1.0 1.0 1.0 1.0
5914,i am fine,0.98 0.98 1.0
5915,can i have boots,1.0 1.0 1.0 1.0
5916,i want boots,1.0 1.0 1.0
5917,i want red boots,1.0 1.0 1.0 0.98
5918,i am a thirty six,1.0 1.0 1.0 1.0 1.0
5919,i want a sweatshirt,1.0 1.0 0.96 1.0
5920,i want a purple sweatshirt,1.0 1.0 0.99 1.0 1.0
5921,i need large,1.0 1.0 1.0
5922,this is too,1.0 1.0 0.99
5923,this is too boots,1.0 1.0 0.99 0.35
5924,that is too loose,1.0 1.0 1.0 1.0
5925,i don't want this sweatshirt,1.0 1.0 1.0 1.0 1.0
5926,i don't want this,1.0 1.0 1.0 1.0
5927,i am fine,0.96 0.96 0.99
5928,i want sandals,1.0 1.0 1.0
5929,i want blue,1.0 1.0 0.78
5930,i want blue sandals,1.0 1.0 1.0 1.0
5931,i am a forty one,1.0 1.0 1.0 0.82 0.82
5932,i want a sweatshirt,1.0 1.0 0.96 1.0
5933,i want a white sweatshirt,1.0 1.0 1.0 1.0 1.0
5934,i need large,1.0 1.0 1.0
5935,how much is this sweatshirt,1.0 1.0 0.97 0.98 1.0
5936,how much does the sweatshirt cost,1.0 1.0 1.0 0.91 1.0 0.59
5937,how much is this sweatshirt,1.0 1.0 1.0 1.0 1.0
5938,the sweatshirt is too expensive,1.0 1.0 1.0 1.0 1.0
5939,can i have a tea please,1.0 1.0 1.0 1.0 0.97 0.97
5940,can i have a steak,1.0 1.0 1.0 0.9 1.0
5941,i would like the steak well done,1.0 1.0 1.0 0.99 1.0 1.0 1.0
5942,can i have carrots,1.0 1.0 1.0 0.98
5944,can i have pants,1.0 1.0 1.0 0.82
5945,i would like pants,1.0 1.0 1.0 0.69
5946,i would like the pants,1.0 1.0 1.0 0.6 0.36
5947,can i have the bill please,1.0 1.0 1.0 1.0 1.0 1.0
5948,i want to pay with visa,1.0 1.0 1.0 1.0 1.0 1.0
5949,can i have a tea please,1.0 1.0 1.0 1.0 1.0 1.0
5950,can i have the steak please,1.0 1.0 1.0 0.88 1.0 0.98
5951,i would like the steak,1.0 1.0 1.0 0.76 1.0
5952,i would like the steak well done,1.0 1.0 1.0 1.0 1.0 1.0 1.0
5953,can i have a goulash soup,1.0 1.0 1.0 1.0 1.0 1.0
5954,a goulash soup please,0.86 1.0 0.98 0.99
5955,i would like the dessert card,1.0 1.0 1.0 0.99 0.99 1.0
5956,i would like the vanilla,1.0 1.0 1.0 1.0 1.0
5957,could i have the vanilla ice cream,0.98 1.0 1.0 1.0 1.0 1.0 1.0
5958,can i have the bill please,1.0 1.0 1.0 1.0 1.0 1.0
5959,i would like the bill,1.0 1.0 1.0 1.0 1.0
5960,i want to pay with credit card,1.0 1.0 0.73 1.0 1.0 1.0 1.0
5961,i would like to pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
5962,i would like a lemonade,1.0 1.0 1.0 1.0 1.0
5963,i would like the steak,1.0 1.0 1.0 0.96 1.0
5964,i would like my steak rare,1.0 1.0 1.0 1.0 1.0 1.0
5965,i would like a baked potato,1.0 1.0 1.0 1.0 1.0 1.0
5966,i would like the dessert menu,1.0 1.0 1.0 1.0 0.98 1.0
5967,i would like the apple pie,1.0 1.0 1.0 0.47 0.72 0.85
5968,i would like the bill,1.0 1.0 1.0 1.0 1.0
5969,i would like to pay with post card,1.0 1.0 1.0 1.0 1.0 1.0 0.92 0.92
5970,i would like a cola,1.0 1.0 1.0 1.0 1.0
5971,i would like a hamburger,1.0 1.0 1.0 1.0 1.0
5972,i would like my hamburger well done,1.0 1.0 1.0 1.0 1.0 1.0 1.0
5973,i would like carrots,1.0 1.0 1.0 1.0
5974,this is not what i ordered,0.98 1.0 1.0 1.0 1.0 1.0
5975,i that is not what i,1.0 0.96 1.0 1.0 1.0 0.99
5976,that is not what i ordered,1.0 1.0 1.0 1.0 1.0 0.99
5977,i would like a lemonade,1.0 1.0 1.0 1.0 1.0
5978,i would like the sunday roast,1.0 1.0 1.0 1.0 1.0 1.0
5979,i would like the sunday roast,1.0 1.0 1.0 0.97 1.0 1.0
5980,i would like my sunday roast rare,1.0 1.0 1.0 1.0 1.0 1.0 1.0
5981,i want carrots,1.0 1.0 1.0
5982,i would like the dessert menu,1.0 1.0 1.0 1.0 0.98 1.0
5983,i would like the apple pie,1.0 1.0 1.0 1.0 1.0 1.0
5984,i would like the bill,1.0 1.0 1.0 1.0 1.0
5985,i would like to pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
5986,i would like a tea,1.0 1.0 1.0 1.0 1.0
5987,i would like the steak,1.0 1.0 1.0 0.98 1.0
5988,i would like my steak medium,1.0 1.0 1.0 1.0 1.0 1.0
5989,i want purple jeans,1.0 1.0 0.58 0.69
5990,i would like the dessert menu,1.0 1.0 1.0 1.0 0.98 1.0
5991,i would like the apple pie,1.0 1.0 1.0 0.94 1.0 1.0
5992,i would like the bill,1.0 1.0 1.0 1.0 1.0
5993,i would like to pay with post card,1.0 1.0 1.0 1.0 1.0 1.0 0.96 0.96
5994,i want a cola,1.0 1.0 1.0 0.99
5995,i would like a cola,1.0 1.0 1.0 1.0 1.0
5996,i would like a cola,1.0 1.0 1.0 0.73 0.99
5997,i would like the steak,1.0 1.0 1.0 0.98 1.0
5998,i would like my steak well done,1.0 1.0 1.0 1.0 1.0 1.0 1.0
5999,i would like a goulash soup,1.0 1.0 1.0 0.97 1.0 1.0
6000,i would like the dessert menu,1.0 1.0 1.0 1.0 0.98 1.0
6001,i would like the carrots pie,1.0 1.0 1.0 1.0 0.93 0.85
6002,i would like the carrots pie,1.0 1.0 1.0 1.0 0.93 0.73
6003,i would like the carrots pie,1.0 1.0 1.0 1.0 0.76 0.87
6004,i would like the bill,1.0 1.0 1.0 1.0 1.0
6005,i would like to pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6006,i want a ticket to westminster,1.0 1.0 1.0 1.0 1.0 1.0
6007,i want to pay with credit card,1.0 1.0 0.82 1.0 1.0 1.0 1.0
6008,i would like to pay with dollars,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6009,i have smaller notes,1.0 1.0 1.0 0.9
6010,i want a ticket to westminster,1.0 1.0 1.0 1.0 1.0 1.0
6011,i would like to pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6012,i would like to pay with dollars,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6014,i have only large notes,1.0 1.0 1.0 1.0 1.0
6015,can i pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0
6016,i would like to pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6017,can i pay by credit card,1.0 1.0 1.0 1.0 1.0 1.0
6018,i want a ticket to green park,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6019,i want to pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6020,i would like to pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6021,i would like to pay with pounds,1.0 1.0 1.0 1.0 1.0 1.0 0.99
6022,i have smaller notes,1.0 1.0 1.0 0.86
6023,i want a ticket to piccadilly circus,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6024,i would like to pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6025,i want a ticket to westminster,1.0 1.0 1.0 1.0 1.0 1.0
6026,i would like to pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6027,i would like to pay with pounds,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6028,i have smaller notes,1.0 1.0 1.0 0.88
6029,i want a ticket to notting hill,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6030,i would like to pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6031,where is the zoo,1.0 1.0 1.0 1.0
6032,where is the tower,1.0 1.0 1.0 1.0
6033,which bus can i pay,1.0 1.0 1.0 1.0 0.78
6034,which bus goes there,1.0 1.0 1.0 1.0
6035,this is near bank of england,1.0 1.0 1.0 1.0 1.0 1.0
6036,i would like to go,1.0 1.0 1.0 1.0 1.0
6037,where is the natural history museum,1.0 1.0 1.0 0.91 1.0 1.0
6038,where is big ben,1.0 1.0 1.0 1.0
6039,which bus goes there,1.0 1.0 1.0 1.0
6040,the tower is near tower bridge,1.0 1.0 1.0 1.0 1.0 1.0
6041,where is the british museum,1.0 1.0 1.0 1.0 1.0
6042,where is big ben,1.0 1.0 1.0 1.0
6043,which bus goes there,1.0 1.0 1.0 1.0
6044,the tower is near tower bridge,1.0 1.0 1.0 1.0 1.0 1.0
6045,i would like to go,1.0 1.0 1.0 1.0 1.0
6046,i would like to go,1.0 1.0 1.0 1.0 1.0
6047,i want to go,1.0 1.0 1.0 1.0
6048,where is the tate modern,1.0 1.0 1.0 1.0 1.0
6049,where is the tower,1.0 1.0 1.0 1.0
6050,which bus goes there,1.0 1.0 1.0 1.0
6051,saint pauls cathedral is near bank of england,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6052,where is the where is the tate modern,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6053,where is the tate modern,1.0 1.0 1.0 1.0 1.0
6054,where is the piccadilly circus,1.0 1.0 0.64 1.0 1.0
6055,which bus can i take,1.0 1.0 1.0 1.0 0.53
6056,which bus goes there,1.0 1.0 1.0 1.0
6057,saint pauls cathedral is near bank of england,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6058,where is the zoo,1.0 1.0 1.0 0.99
6059,where is madame tussauds,1.0 1.0 1.0 1.0
6060,which bus goes there,1.0 1.0 1.0 1.0
6061,big ben is next to the houses of parliament,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6062,i would like to go,1.0 1.0 1.0 1.0 1.0
6063,i want to go,1.0 1.0 1.0 1.0
6064,i want to go,1.0 1.0 0.97 1.0
6065,where is the science museum,1.0 1.0 1.0 1.0 1.0
6066,where is the oxford street,1.0 1.0 1.0 1.0 1.0
6067,where is the oxford street,1.0 1.0 1.0 1.0 1.0
6068,which bus goes there,1.0 1.0 1.0 1.0
6069,marble arch is to hyde park,1.0 1.0 1.0 1.0 1.0 1.0
6070,marble arch is opposite to hyde park,1.0 1.0 1.0 1.0 0.6 1.0 1.0
6071,where is the tate modern,1.0 1.0 1.0 1.0 1.0
6072,where is the tower,1.0 1.0 1.0 1.0
6073,which bus goes there,1.0 1.0 1.0 1.0
6074,big ben is near the houses of parliament,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6075,big ben is near the houses of parliament,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6076,big ben is near the houses of parliament,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6077,where is the national gallery,1.0 1.0 1.0 1.0 1.0
6078,where is piccadilly circus,1.0 1.0 1.0 1.0
6079,which bus goes there,1.0 1.0 1.0 1.0
6080,big ben is next to the big ben is near the houses of parliament,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6081,big ben is next to the houses of parliament,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6082,i want one musical ticket,1.0 1.0 1.0 1.0 0.68
6083,i would like a ticket for friday evening,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6084,i want tickets for mamma mia,0.98 0.98 0.97 1.0 1.0 1.0
6085,i want one ticket for mamma mia,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6086,i would like to sit in the front,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6087,i would like to sit in the front,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.98
6089,i would like a ticket for the natural history museum,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.97 1.0 1.0
6090,four tickets,1.0 1.0
6091,i would like four tickets,1.0 1.0 1.0 1.0 1.0
6092,i would like two musical tickets,1.0 1.0 1.0 1.0 1.0 1.0
6094,i want to go this evening,1.0 1.0 1.0 1.0 1.0 1.0
6095,i would like two tickets for mamma mia,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6096,i would like to sit in the ninth row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6098,i would like tickets for the british museum,1.0 1.0 1.0 0.99 1.0 1.0 1.0 1.0
6099,i would like three tickets,1.0 1.0 1.0 1.0 1.0
6100,i would like three musical tickets,1.0 1.0 1.0 1.0 1.0 1.0
6101,i would like a ticket for sunday evening,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6102,i would like three tickets for billy elliot,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6103,i would like to sit in the eighth row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.99 1.0
6105,i need four tickets,1.0 1.0 1.0 1.0
6106,i would like four musical tickets,1.0 1.0 1.0 1.0 1.0 1.0
6107,i would like four musical tickets,1.0 1.0 1.0 1.0 1.0 1.0
6108,i would like to go at thursday evening,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6109,i would like four tickets for wicked,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6110,i would like four tickets for wicked,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6111,i would like tickets for this musical,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6112,i would like to sit in the eighth row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.66 1.0
6113,i would like tickets for the natural natural history museum,1.0 1.0 1.0 0.97 1.0 1.0 1.0 1.0 1.0 1.0
